kode_kab,kode_instansi,unit_kerja,email,telp
1106,1010117,PUSKESMAS LHOONG,lhoong@gmail.com,081262384306
1106,1010118,PUSKESMAS LHOKNGA,lhoknga@gmail.com,081240763901
1106,1010119,PUSKESMAS LEUPUNG,leupung@gmail.com,081263033937
1106,1010120,PUSKESMAS INDRAPURI,indrapuri@gmail.com,081242903128
1106,1010121,PUSKESMAS LAMPUPOK,lampupok@gmail.com,081250138532
1106,1010122,PUSKESMAS KUTA COT GLIE,kutacotglie@gmail.com,081259353763
1106,1010123,PUSKESMAS IE ALANG,iealang@gmail.com,081274269691
1106,1010124,PUSKESMAS SEULIMEUM,seulimeum@gmail.com,081207143497
1106,1010125,PUSKESMAS LAMTEUBA,lamteuba@gmail.com,081285257253
1106,1010126,PUSKESMAS KOTA JANTHO,kotajantho@gmail.com,081232530541
1106,1010127,PUSKESMAS LEMBAH SEULAWAH,lembahseulawah@gmail.com,081232643773
1106,1010128,PUSKESMAS MESJID RAYA,mesjidraya@gmail.com,081208471556
1106,1010129,PUSKESMAS DARUSSALAM,darussalam@gmail.com,081289685504
1106,1010130,PUSKESMAS BAITUSSALAM,baitussalam@gmail.com,081284926508
1106,1010131,PUSKESMAS KUTA BARO,kutabaro@gmail.com,081205136977
1106,1010132,PUSKESMAS MONTASIK,montasik@gmail.com,081259176107
1106,1010133,PUSKESMAS PIYEUNG,piyeung@gmail.com,081222889912
1106,1010134,PUSKESMAS BLANG BINTANG,blangbintang@gmail.com,081260952843
1106,1010135,PUSKESMAS INGIN JAYA,inginjaya@gmail.com,081250302143
1106,1010136,PUSKESMAS KRUENG BARONA JAYA,kruengbaronajaya@gmail.com,081241952051
1106,1010137,PUSKESMAS SUKAMAKMUR,sukamakmur@gmail.com,081267663176
1106,1010138,PUSKESMAS KUTA MALAKA,kutamalaka@gmail.com,081261013833
1106,1010139,PUSKESMAS SIMPANG TIGA,simpangtiga@gmail.com,081240244317
1106,1010140,PUSKESMAS DARUL IMARAH,darulimarah@gmail.com,081216116217
1106,1010141,PUSKESMAS DARUL KAMAL,darulkamal@gmail.com,081214513233
1106,1010142,PUSKESMAS PEUKAN BADA,peukanbada@gmail.com,081240124163
1106,1010143,PUSKESMAS LAMPISANG,lampisang@gmail.com,081288709003
1106,1010144,PUSKESMAS PULO ACEH,puloaceh@gmail.com,081239182265
1107,1010145,PUSKESMAS GEUMPANG,geumpang@gmail.com,081235351009
1107,1010146,PUSKESMAS MANE,mane@gmail.com,081219675257
1107,1010147,PUSKESMAS GLUMPANG TIGA,glumpangtiga@gmail.com,081288909784
1107,1010148,PUSKESMAS TEUPIEN RAYA,teupienraya@gmail.com,081220113406
1107,1010149,PUSKESMAS GLUMPANG BARO,glumpangbaro@gmail.com,081251812489
1107,1010150,PUSKESMAS MUTIARA,mutiara@gmail.com,081260444274
1107,1010151,PUSKESMAS MUTIARA BARAT,mutiarabarat@gmail.com,081284265378
1107,1010152,PUSKESMAS UJONG RIMBA,ujongrimba@gmail.com,081253621438
1107,1010153,PUSKESMAS TIRO,tiro@gmail.com,081267716643
1107,1010154,PUSKESMAS TANGSE,tangse@gmail.com,081268520953
1107,1010155,PUSKESMAS TITEUE,titeue@gmail.com,081260552591
1107,1010156,PUSKESMAS KEUMALA,keumala@gmail.com,081206643729
1107,1010157,PUSKESMAS SAKTI,sakti@gmail.com,081252491281
1107,1010158,PUSKESMAS MILA,mila@gmail.com,081299862061
1107,1010159,PUSKESMAS PADANG TIJI,padangtiji@gmail.com,081226577936
1107,1010160,PUSKESMAS DELIMA,delima@gmail.com,081265076570
1107,1010161,PUSKESMAS REUBEE,reubee@gmail.com,081256092129
1107,1010162,PUSKESMAS GRONG-GRONG,gronggrong@gmail.com,081228735133
1107,1010163,PUSKESMAS INDRAJAYA,indrajaya@gmail.com,081273992257
1107,1010164,PUSKESMAS PEUKAN BARO,peukanbaro@gmail.com,081237030905
1107,1010165,PUSKESMAS KEMBANG TANJONG,kembangtanjong@gmail.com,081208957025
1107,1010166,PUSKESMAS SIMPANG TIGA,simpangtiga@gmail.com,081213974461
1107,1010167,PUSKESMAS KOTA SIGLI,kotasigli@gmail.com,081269700013
1107,1010168,PUSKESMAS PIDIE,pidie@gmail.com,081279788834
1107,1010169,PUSKESMAS BATEE,batee@gmail.com,081210227252
1107,1010170,PUSKESMAS MUARA TIGA,muaratiga@gmail.com,081205217022
1111,1010171,PUSKESMAS SAMALANGA,samalanga@gmail.com,081258956741
1111,1010172,PUSKESMAS SIMPANG MAMPLAM,simpangmamplam@gmail.com,081200352751
1111,1010173,PUSKESMAS PANDRAH,pandrah@gmail.com,081280699406
1111,1010174,PUSKESMAS JEUNIEB,jeunieb@gmail.com,081284233260
1111,1010175,PUSKESMAS PEULIMBANG,peulimbang@gmail.com,081222519260
1111,1010176,PUSKESMAS PEUDADA,peudada@gmail.com,081280814922
1111,1010177,PUSKESMAS JULI,juli@gmail.com,081223014944
1111,1010178,PUSKESMAS JULI-2,juli2@gmail.com,081288400009
1111,1010179,PUSKESMAS JEUMPA,jeumpa@gmail.com,081252805113
1111,1010180,PUSKESMAS KOTA JUANG,kotajuang@gmail.com,081241742007
1111,1010181,PUSKESMAS KUALA,kuala@gmail.com,081241184429
1111,1010182,PUSKESMAS JANGKA,jangka@gmail.com,081278512720
1111,1010183,PUSKESMAS PEUSANGAN,peusangan@gmail.com,081278993483
1111,1010184,PUSKESMAS PEUSANGAN SELATAN,peusanganselatan@gmail.com,081293843878
1111,1010185,PUSKESMAS PEUSANGAN SIBLAH KRUENG,peusangansiblahkrueng@gmail.com,081213269607
1111,1010186,PUSKESMAS MAKMUR,makmur@gmail.com,081209241225
1111,1010187,PUSKESMAS GANDA PURA,gandapura@gmail.com,081283044063
1111,1010188,PUSKESMAS KUTA BLANG,kutablang@gmail.com,081266621483
1108,1010189,PUSKESMAS SAWANG,sawang@gmail.com,081201085471
1108,1010190,PUSKESMAS NISAM,nisam@gmail.com,081247458529
1108,1010191,PUSKESMAS BANDA BARO,bandabaro@gmail.com,081252363601
1108,1010192,PUSKESMAS KUTA MAKMUR,kutamakmur@gmail.com,081243621623
1108,1010193,PUSKESMAS SIMPANG KRAMAT,simpangkramat@gmail.com,081295036921
1108,1010194,PUSKESMAS SYAMTALIRA BAYU,syamtalirabayu@gmail.com,081207024125
1108,1010195,PUSKESMAS NISAM ANTARA,nisamantara@gmail.com,081251486242
1108,1010196,PUSKESMAS GEUREUDONG PASE,geureudongpase@gmail.com,081235105416
1108,1010197,PUSKESMAS MEURAH MULIA,meurahmulia@gmail.com,081249545545
1108,1010198,PUSKESMAS MATANGKULI,matangkuli@gmail.com,081296613556
1108,1010199,PUSKESMAS PAYA BAKONG,payabakong@gmail.com,081293977078
1108,1010200,PUSKESMAS PIRAK TIMU,piraktimu@gmail.com,081267940201
1108,1010201,PUSKESMAS COT GIREK,cotgirek@gmail.com,081242304849
1108,1010202,PUSKESMAS TANAH JAMBO AYE,tanahjamboaye@gmail.com,081201634682
1108,1010203,PUSKESMAS LHOK BEURINGEN,lhokbeuringen@gmail.com,081271410544
1108,1010204,PUSKESMAS LANGKAHAN,langkahan@gmail.com,081299399536
1108,1010205,PUSKESMAS SIMPANG TIGA,simpangtiga@gmail.com,081274235399
1108,1010206,PUSKESMAS SEUNUDON,seunudon@gmail.com,081282321443
1108,1010207,PUSKESMAS BLANG GEULUMPANG,blanggeulumpang@gmail.com,081206798313
1108,1010208,PUSKESMAS BAKTIYA,baktiya@gmail.com,081279139170
1108,1010209,PUSKESMAS BAKTIYA BARAT,baktiyabarat@gmail.com,081224138412
1108,1010210,PUSKESMAS LHOKSUKON,lhoksukon@gmail.com,081267915489
1108,1010211,PUSKESMAS BUKET HAGU,bukethagu@gmail.com,081223536956
1108,1010212,PUSKESMAS TANAH LUAS,tanahluas@gmail.com,081256401340
1108,1010213,PUSKESMAS NIBONG,nibong@gmail.com,081209211689
1108,1010214,PUSKESMAS SAMUDERA,samudera@gmail.com,081264592826
1108,1010215,PUSKESMAS SYAMTALIRA ARON,syamtaliraaron@gmail.com,081281247068
1108,1010216,PUSKESMAS TANAH PASIR,tanahpasir@gmail.com,081244391983
1108,1010217,PUSKESMAS LAPANG,lapang@gmail.com,081204471535
1108,1010218,PUSKESMAS MUARA BATU,muarabatu@gmail.com,081215563543
1108,1010219,PUSKESMAS DEWANTARA,dewantara@gmail.com,081226464712
1112,1010220,PUSKESMAS MANGGENG,manggeng@gmail.com,081211688090
1112,1010221,PUSKESMAS LEMBAH SABIL,lembahsabil@gmail.com,081208470859
1112,1010222,PUSKESMAS TANGAN-TANGAN,tangantangan@gmail.com,081234312284
1112,1010223,PUSKESMAS BINEH KRUENG,binehkrueng@gmail.com,081298001003
1112,1010224,PUSKESMAS LHANG,lhang@gmail.com,081274207502
1112,1010225,PUSKESMAS BLANG PIDIE,blangpidie@gmail.com,081281779891
1112,1010226,PUSKESMAS ALUE SUNGAI PINANG,aluesungaipinang@gmail.com,081230470138
1112,1010227,PUSKESMAS SUSOH,susoh@gmail.com,081205128494
1112,1010228,PUSKESMAS SANGKALAN,sangkalan@gmail.com,081283277591
1112,1010229,PUSKESMAS KUALA BATEE,kualabatee@gmail.com,081285408418
1112,1010230,PUSKESMAS ALUE PISANG,aluepisang@gmail.com,081244072587
1112,1010231,PUSKESMAS BABAHROT,babahrot@gmail.com,081222916145
1112,1010232,PUSKESMAS IE MIRAH,iemirah@gmail.com,081223869703
1113,1010233,PUSKESMAS KUTA PANJANG,kutapanjang@gmail.com,081260014350
1113,1010234,PUSKESMAS BLANGJERANGO,blangjerango@gmail.com,081207965417
1113,1010235,PUSKESMAS BLANGKEJEREN,blangkejeren@gmail.com,081270687475
1113,1010236,PUSKESMAS GUMPANG,gumpang@gmail.com,081284373981
1113,1010237,PUSKESMAS DABUN GELANG,dabungelang@gmail.com,081239121282
1113,1010238,PUSKESMAS CINTA MAJU,cintamaju@gmail.com,081260820523
1113,1010239,PUSKESMAS PINTU RIME,pinturime@gmail.com,081261157343
1113,1010240,PUSKESMAS PINING,pining@gmail.com,081289847503
1113,1010241,PUSKESMAS RIKIT GAIB,rikitgaib@gmail.com,081290629160
1113,1010242,PUSKESMAS KENYARAN,kenyaran@gmail.com,081239794618
1113,1010243,PUSKESMAS TERANGUN,terangun@gmail.com,081247633325
1113,1010244,PUSKESMAS REREBE,rerebe@gmail.com,081265375216
1116,1010245,PUSKESMAS TAMIANG HULU,tamianghulu@gmail.com,081273499567
1116,1010246,PUSKESMAS BANDAR PUSAKA,bandarpusaka@gmail.com,081270730562
1116,1010247,PUSKESMAS KEJURUAN MUDA,kejuruanmuda@gmail.com,081207460496
1116,1010248,PUSKESMAS SIMPANG KIRI,simpangkiri@gmail.com,081229829835
1116,1010249,PUSKESMAS SAPTA JAYA,saptajaya@gmail.com,081235981016
1116,1010250,PUSKESMAS RANTAU,rantau@gmail.com,081264929395
1116,1010251,PUSKESMAS KUALA SIMPANG,kualasimpang@gmail.com,081269246722
1116,1010252,PUSKESMAS SERUWAY,seruway@gmail.com,081255790577
1116,1010253,PUSKESMAS SUNGAI IYU,sungaiiyu@gmail.com,081203676183
1116,1010254,PUSKESMAS BENDAHARA,bendahara@gmail.com,081248974874
1116,1010255,PUSKESMAS BANDA MULIA,bandamulia@gmail.com,081203574315
1116,1010256,PUSKESMAS KARANG BARU,karangbaru@gmail.com,081273027412
1116,1010257,PUSKESMAS SEKERAK,sekerak@gmail.com,081205439047
1116,1010258,PUSKESMAS MANYAK PAYED,manyakpayed@gmail.com,081220017279
1115,1010259,PUSKESMAS ALUE BILIE,aluebilie@gmail.com,081295261765
1115,1010260,PUSKESMAS SUKA MULYA,sukamulya@gmail.com,081295024899
1115,1010261,PUSKESMAS LUENG KEBEU JAGAD,luengkebeujagad@gmail.com,081229966485
1115,1010262,PUSKESMAS ALUE RAMBOT,aluerambot@gmail.com,081265891070
1115,1010263,PUSKESMAS UJONG FATIHAH,ujongfatihah@gmail.com,081244542758
1115,1010264,PUSKESMAS PADANG PANYANG,padangpanyang@gmail.com,081270002629
1115,1010265,PUSKESMAS PADANG RUBEK,padangrubek@gmail.com,081271308196
1115,1010266,PUSKESMAS SIMPANG JAYA,simpangjaya@gmail.com,081297011097
1115,1010267,PUSKESMAS KUALA TADU,kualatadu@gmail.com,081230330305
1115,1010268,PUSKESMAS BEUTONG,beutong@gmail.com,081260022842
1115,1010269,PUSKESMAS BEUTONG ATEUH,beutongateuh@gmail.com,081215075358
1115,1010270,PUSKESMAS JEURAM,jeuram@gmail.com,081294720524
1115,1010271,PUSKESMAS COT KUTA,cotkuta@gmail.com,081244715053
1115,1010272,PUSKESMAS UTEUN PULO,uteunpulo@gmail.com,081224954887
1114,1010273,PUSKESMAS TEUNOM,teunom@gmail.com,081265921254
1114,1010274,PUSKESMAS PASIE RAYA,pasieraya@gmail.com,081275897999
1114,1010275,PUSKESMAS PANGA,panga@gmail.com,081240032037
1114,1010276,PUSKESMAS KRUENG SABEE,kruengsabee@gmail.com,081278628212
1114,1010277,PUSKESMAS CALANG,calang@gmail.com,081250376258
1114,1010278,PUSKESMAS LAGEUN,lageun@gmail.com,081264675020
1114,1010279,PUSKESMAS PATEK,patek@gmail.com,081265459081
1114,1010280,PUSKESMAS LHOK KRUET,lhokkruet@gmail.com,081210295888
1114,1010281,PUSKESMAS LAMNO,lamno@gmail.com,081272633001
1114,1010282,PUSKESMAS INDRAJAYA,indrajaya@gmail.com,081274313555
1117,1010283,PUSKESMAS LAMPAHAN,lampahan@gmail.com,081294736862
1117,1010284,PUSKESMAS RONGA RONGA,rongaronga@gmail.com,081281167590
1117,1010285,PUSKESMAS BLANG RAKAL,blangrakal@gmail.com,081232496034
1117,1010286,PUSKESMAS SINGAH MULO,singahmulo@gmail.com,081262951125
1117,1010287,PUSKESMAS SIMPANG TIGA,simpangtiga@gmail.com,081273367619
1117,1010288,PUSKESMAS PANTE RAYA,panteraya@gmail.com,081218887929
1117,1010289,PUSKESMAS SIMPANG TERITIT,simpangteritit@gmail.com,081208926468
1117,1010290,PUSKESMAS BANDAR,bandar@gmail.com,081217673894
1117,1010291,PUSKESMAS BENER KELIPAH,benerkelipah@gmail.com,081259253291
1117,1010292,PUSKESMAS SAMAR KILANG,samarkilang@gmail.com,081224532525
1117,1010293,PUSKESMAS MESIDAH,mesidah@gmail.com,081252229153
1117,1010294,PUSKESMAS BUNTUL KEUMUMU,buntulkeumumu@gmail.com,081288707423
1117,1010295,PUSKESMAS RAMUNG,ramung@gmail.com,081252628825
1118,1010296,PUSKESMAS MEUREUDU,meureudu@gmail.com,081231786631
1118,1010297,PUSKESMAS MEURAH DUA,meurahdua@gmail.com,081279060346
1118,1010298,PUSKESMAS BANDAR DUA,bandardua@gmail.com,081216968650
1118,1010299,PUSKESMAS KUTA KRUENG,kutakrueng@gmail.com,081207130574
1118,1010300,PUSKESMAS BLANG KUTA,blangkuta@gmail.com,081211194538
1118,1010301,PUSKESMAS JANGKA BUYA,jangkabuya@gmail.com,081296063665
1118,1010302,PUSKESMAS ULIM,ulim@gmail.com,081286878443
1118,1010303,PUSKESMAS TRIENGGADENG,trienggadeng@gmail.com,081210521171
1118,1010304,PUSKESMAS PANTE RAJA,panteraja@gmail.com,081276436140
1118,1010305,PUSKESMAS BANDAR BARU,bandarbaru@gmail.com,081201581993
1118,1010306,PUSKESMAS CUBO,cubo@gmail.com,081275629089
1171,1010307,PUSKESMAS MEURAXA,meuraxa@gmail.com,081206702887
1171,1010308,PUSKESMAS JAYA BARU,jayabaru@gmail.com,081234000236
1171,1010309,PUSKESMAS BANDA RAYA,bandaraya@gmail.com,081257352936
1171,1010310,PUSKESMAS BAITURRAHMAN,baiturrahman@gmail.com,081249463631
1171,1010311,PUSKESMAS BATOH,batoh@gmail.com,081221511249
1171,1010312,PUSKESMAS KUTA ALAM,kutaalam@gmail.com,081261002065
1171,1010313,PUSKESMAS LAMPULO,lampulo@gmail.com,081236111703
1171,1010314,PUSKESMAS LAMPASEH KOTA,lampasehkota@gmail.com,081227750554
1171,1010315,PUSKESMAS KOPELMA DARUSSALAM,kopelmadarussalam@gmail.com,081260254587
1171,1010316,PUSKESMAS JEULINGKE,jeulingke@gmail.com,081201189457
1171,1010317,PUSKESMAS ULEE KARENG,uleekareng@gmail.com,081213130705
1172,1010318,PUSKESMAS SUKAJAYA,sukajaya@gmail.com,081285063635
1172,1010319,PUSKESMAS JABOI,jaboi@gmail.com,081266181325
1172,1010320,PUSKESMAS COT BA'U,cotbau@gmail.com,081229983346
1172,1010321,PUSKESMAS SUKAKARYA,sukakarya@gmail.com,081278776826
1172,1010322,PUSKESMAS IBOIH,iboih@gmail.com,081226680644
1172,1010323,PUSKESMAS PRIA LAOT,prialaot@gmail.com,081213219797
1174,1010324,PUSKESMAS UPT LANGSA TIMUR,uptlangsatimur@gmail.com,081263747838
1174,1010325,PUSKESMAS UPT LANGSA LAMA,uptlangsalama@gmail.com,081292116007
1174,1010326,PUSKESMAS UPT LANGSA BARAT,uptlangsabarat@gmail.com,081269892895
1174,1010327,PUSKESMAS UPT LANGSA BARO,uptlangsabaro@gmail.com,081293276630
1174,1010328,PUSKESMAS UPT LANGSA KOTA,uptlangsakota@gmail.com,081211355696
1173,1010329,PUSKESMAS BLANG MANGAT,blangmangat@gmail.com,081280448446
1173,1010330,PUSKESMAS BLANG CUT,blangcut@gmail.com,081208445242
1173,1010331,PUSKESMAS MUARA DUA,muaradua@gmail.com,081292171183
1173,1010332,PUSKESMAS MUARA SATU,muarasatu@gmail.com,081220352467
1173,1010333,PUSKESMAS BANDA SAKTI,bandasakti@gmail.com,081235817034
1173,1010334,PUSKESMAS MON GEUDONG,mongeudong@gmail.com,081286912724
1175,1010335,PUSKESMAS SIMPANG KIRI,simpangkiri@gmail.com,081205514410
1175,1010336,PUSKESMAS PENANGGALAN,penanggalan@gmail.com,081207047195
1175,1010337,PUSKESMAS RUNDENG,rundeng@gmail.com,081224827203
1175,1010338,PUSKESMAS SULTAN DAULAT,sultandaulat@gmail.com,081281332662
