kode_kab,kode_instansi,unit_kerja,email,telp
1171,1171085,RS UMUM MALAHAYATI,umummalahayati@gmail.com,081280463375
1171,1171096,RS UMUM HARAPAN BUNDA BANDA ACEH,umumharapanbundabandaaceh@gmail.com,081295301765
1171,1171106,RS UMUM TEUNGKU FAKINAH,umumteungkufakinah@gmail.com,081287908268
1171,1171110,RS UMUM DAERAH MEURAXA,umumdaerahmeuraxa@gmail.com,081215239985
1171,1171121,RS IBU DAN ANAK PROPINSI NAD,ibudananakpropinsinad@gmail.com,081248095994
1171,1171143,RS BHAYANGKARA BANDA ACEH,bhayangkarabandaaceh@gmail.com,081267789495
1171,1171145,RS UMUM MEUTIA,umummeutia@gmail.com,081240434412
1171,1171146,RS IBU DAN ANAK CEMPAKA AZ ZAHRA BANDA ACEH,ibudananakcempakaazzahrab@gmail.com,081222821470
1171,1171147,RS PENDIDIKAN UNIVERSITAS SYIAH KUALA,pendidikanuniversitassyia@gmail.com,081254027180
1171,1171150,RS UMUM PERTAMEDIKA UMMI ROSNATI,umumpertamedikaummirosnat@gmail.com,081205168485
1171,1171161,RS UMUM CEMPAKA LIMA,umumcempakalima@gmail.com,081259252989
1172,1172016,RS UMUM DAERAH SABANG,umumdaerahsabang@gmail.com,081216726135
1172,1172031,RS AL SABANG,alsabang@gmail.com,081263112279
1174,1173003,RS UMUM UMMI LANGSA,umumummilangsa@gmail.com,081201171674
1174,1173012,RS UMUM DAERAH LANGSA,umumdaerahlangsa@gmail.com,081209560299
1174,1173023,RS UMUM CUT MEUTIA,umumcutmeutia@gmail.com,081246897421
1174,1173045,RS CUT NYAK DHIEN LANGSA,cutnyakdhienlangsa@gmail.com,081231368970
1108,1174016,RS UMUM DAERAH CUT MEUTIA KAB. ACEH UTARA,umumdaerahcutmeutiakabace@gmail.com,081232541816
1173,1174019,RS UMUM BUNGA MELATI,umumbungamelati@gmail.com,081215474649
1173,1174021,RS UMUM SAKINAH,umumsakinah@gmail.com,081295274453
1173,1174022,RS UMUM METRO MEDICAL CENTER,umummetromedicalcenter@gmail.com,081248510528
1173,1174023,RS IBU DAN ANAK ABBY,ibudananakabby@gmail.com,081274202361
1173,1174024,RS UMUM AZ-ZUHRA,umumazzuhra@gmail.com,081272037397
1173,1174064,RS UMUM YAYASAN KASIH IBU,umumyayasankasihibu@gmail.com,081275654036
1173,1174100,RS TK. IV LHOKSEUMAWE ACEH UTARA,tkivlhokseumaweacehutara@gmail.com,081209077959
1204,1201016,RS UMUM DAERAH DR. M. THOMSEN NIAS,umumdaerahdrmthomsennias@gmail.com,081270222381
1213,1202017,RS UMUM DAERAH DR. HUSNI THAMRIN,umumdaerahdrhusnithamrin@gmail.com,081212917471
1213,1202028,RS UMUM PERMATA MADINA PANYABUNGAN,umumpermatamadinapanyabun@gmail.com,081257802583
1213,1203022,RS UMUM DAERAH PANYABUNGAN,umumdaerahpanyabungan@gmail.com,081268866261
1203,1203033,RS UMUM DAERAH TAPANULI SELATAN,umumdaerahtapanuliselatan@gmail.com,081240829836
1220,1203044,RS UMUM DAERAH GUNUNG TUA,umumdaerahgunungtua@gmail.com,081234976480
1221,1203055,RS UMUM DAERAH SIBUHUAN,umumdaerahsibuhuan@gmail.com,081202246949
1201,1204056,RS UMUM DAERAH PANDAN,umumdaerahpandan@gmail.com,081281706781
1202,1205013,RS UMUM DAERAH TARUTUNG,umumdaerahtarutung@gmail.com,081265350047
1217,1205024,RS UMUM DAERAH DR. HADRIANUS SINAGA,umumdaerahdrhadrianussina@gmail.com,081216696015
1216,1205035,RS UMUM DAERAH DOLOK SANGGUL,umumdaerahdoloksanggul@gmail.com,081212270410
1212,1205046,RS UMUM DAERAH PORSEA,umumdaerahporsea@gmail.com,081251362576
1212,1205061,RS UMUM HKBP BALIGE,umumhkbpbalige@gmail.com,081267245386
1202,1205142,RS UMUM SINT LUCIA,umumsintlucia@gmail.com,081255789954
1222,1206063,RS UMUM NURAINI,umumnuraini@gmail.com,081209312412
1210,1207015,RS UMUM DAERAH RANTAU PRAPAT,umumdaerahrantauprapat@gmail.com,081209804669
1222,1207052,RS UMUM SRI TORGAMBA,umumsritorgamba@gmail.com,081243022318
1210,1207066,RS UMUM ELPI AL AZIS,umumelpialazis@gmail.com,081255749529
1210,1207067,RS UMUM KARYA BAKTI UJUNG BANDAR,umumkaryabaktiujungbandar@gmail.com,081288035892
1210,1207068,RS UMUM HARTATI MEDICAL CENTRE,umumhartatimedicalcentre@gmail.com,081283217247
1210,1207069,RS DOKTER TAKDIR,doktertakdir@gmail.com,081217251312
1210,1207073,RS UMUM CITRA MEDIKA,umumcitramedika@gmail.com,081255410014
1209,1208016,RS UMUM DAERAH H. ABDUL MANAN SIMATUPANG,umumdaerahhabdulmanansima@gmail.com,081296416165
1209,1208020,RS UMUM IBU KARTINI,umumibukartini@gmail.com,081211689159
1209,1208053,RS UMUM SEI DADAP,umumseidadap@gmail.com,081271231423
1209,1208056,RS UMUM SETIO HUSODO,umumsetiohusodo@gmail.com,081225344989
1209,1208057,RS UMUM WIRA HUSADA,umumwirahusada@gmail.com,081283745400
1209,1208059,RS UMUM BUNDA MULIA,umumbundamulia@gmail.com,081236148020
1209,1208060,RS UMUM LINA,umumlina@gmail.com,081219741892
1209,1208062,RS UMUM METHODIST BINTANG KASIH,umummethodistbintangkasih@gmail.com,081279868297
1209,1208064,RS UMUM PERMATA HATI,umumpermatahati@gmail.com,081273019930
1209,1208066,RS UMUM UTAMA,umumutama@gmail.com,081244940724
1209,1208068,RS SEGER WARAS,segerwaras@gmail.com,081248963160
1208,1209010,RS UMUM BALIMBINGAN PTP 4,umumbalimbinganptp4@gmail.com,081212386067
1208,1209021,RS UMUM LARAS KABUPATEN SIMALUNGUN,umumlaraskabupatensimalun@gmail.com,081287372978
1208,1209054,RS GKPS BETHESDA SARIBU DOLOK,gkpsbethesdasaribudolok@gmail.com,081252360806
1208,1209065,RS UMUM DAERAH PARAPAT,umumdaerahparapat@gmail.com,081250188135
1208,1209076,RS UMUM DAERAH PERDAGANGAN,umumdaerahperdagangan@gmail.com,081224611815
1208,1209077,RS UMUM DAERAH TUAN RONDAHAIM PEMATANG RAYA,umumdaerahtuanrondahaimpe@gmail.com,081299758258
1208,1209081,RS UMUM KARYA HUSADA,umumkaryahusada@gmail.com,081266174474
1211,1210010,RS UMUM DAERAH SIDIKALANG,umumdaerahsidikalang@gmail.com,081211861789
1206,1211011,RS UMUM DAERAH KABANJAHE,umumdaerahkabanjahe@gmail.com,081249889352
1206,1211033,RS UMUM LAU SIMOMO,umumlausimomo@gmail.com,081203500528
1206,1211124,RS UMUM EFARINA ETAHAM,umumefarinaetaham@gmail.com,081290409522
1206,1211126,RS UMUM AMANDA,umumamanda@gmail.com,081252059596
1206,1211127,RS IBU DAN ANAK MINA HUSADA,ibudananakminahusada@gmail.com,081290352762
1207,1212012,RS UMUM DAERAH DRS. H. AMRI TAMBUNAN,umumdaerahdrshamritambuna@gmail.com,081214945649
1207,1212023,RS UMUM DR. GERHARD L. TOBING,umumdrgerhardltobing@gmail.com,081247064523
1207,1212045,RS UMUM SEMBIRING DELI TUA,umumsembiringdelitua@gmail.com,081265295112
1207,1212067,RS UMUM HIDAYAH,umumhidayah@gmail.com,081273180543
1207,1212093,RS UMUM SARI MUTIARA LUBUK PAKAM,umumsarimutiaralubukpakam@gmail.com,081200067322
1207,1212136,RS UMUM SINAR HUSNI,umumsinarhusni@gmail.com,081286440742
1207,1212171,RS UMUM RAHMAD HIDAYAH,umumrahmadhidayah@gmail.com,081221157718
1207,1212172,RS UMUM PATAR ASIH,umumpatarasih@gmail.com,081201540512
1207,1212174,RS UMUM KELIAT,umumkeliat@gmail.com,081299619711
1207,1212175,RS UMUM MITRA SEHAT,umummitrasehat@gmail.com,081274419498
1207,1212176,RS UMUM JOKO,umumjoko@gmail.com,081296352064
1207,1212177,RS UMUM YOSHUA,umumyoshua@gmail.com,081226111740
1207,1212179,RS UMUM CITRA MEDIKA,umumcitramedika@gmail.com,081249449821
1207,1212181,RS UMUM MITRA MEDIKA,umummitramedika@gmail.com,081288003773
1207,1212183,RS UMUM KASIH INSANI,umumkasihinsani@gmail.com,081233233819
1207,1212184,RS JIWA BINA KARSA TUNTUNGAN,jiwabinakarsatuntungan@gmail.com,081299651582
1207,1212185,RS UMUM PANCUR BATU,umumpancurbatu@gmail.com,081217715669
1207,1212186,RS IBU DAN ANAK MAHARANI,ibudananakmaharani@gmail.com,081294575404
1207,1212197,RS IBU DAN ANAK PRAMALIESA,ibudananakpramaliesa@gmail.com,081258720810
1205,1213013,RS UMUM DAERAH TANJUNG PURA,umumdaerahtanjungpura@gmail.com,081202974613
1205,1213024,RS UMUM PTP II TG SELAMAT,umumptpiitgselamat@gmail.com,081293671451
1205,1213035,RS UMUM PERTAMINA PANGKALAN BRANDAN,umumpertaminapangkalanbra@gmail.com,081230479451
1205,1213057,RS UMUM DELIA,umumdelia@gmail.com,081264257730
1205,1213058,RS UMUM WAMPU NORITA,umumwampunorita@gmail.com,081231199720
1205,1213059,RS UMUM PUTRI BIDADARI,umumputribidadari@gmail.com,081204122633
1205,1213062,RS UMUM MAHKOTA BIDADARI,umummahkotabidadari@gmail.com,081282846846
1214,1214010,RS UMUM DAERAH LUKAS HILISIMAETANO,umumdaerahlukashilisimaet@gmail.com,081280458184
1214,1214011,RS UMUM STELLA MARIS,umumstellamaris@gmail.com,081253446275
1214,1214022,RS UMUM DAERAH NIAS SELATAN,umumdaerahniasselatan@gmail.com,081221620535
1215,1216011,RS UMUM DAERAH SALAK,umumdaerahsalak@gmail.com,081219718617
1218,1218013,RS UMUM TRIANDA,umumtrianda@gmail.com,081222791968
1218,1218024,RS UMUM MELATI,umummelati@gmail.com,081294292547
1218,1218025,RS UMUM SAWIT INDAH PERBAUNGAN,umumsawitindahperbaungan@gmail.com,081253001077
1218,1218026,RS UMUM PABATU,umumpabatu@gmail.com,081249723086
1218,1218029,RS UMUM MELATI DESA PON,umummelatidesapon@gmail.com,081288969741
1218,1218125,RS UMUM DAERAH SULTAN SULAIMAN SYARIFUL ALAMSYAH,umumdaerahsultansulaimans@gmail.com,081211993911
1207,1218158,RS GRANDMED,grandmed@gmail.com,081274022694
1219,1219002,RS UMUM LASMI KARTIKA,umumlasmikartika@gmail.com,081221203817
1219,1219003,RS UMUM DAERAH BATU BARA,umumdaerahbatubara@gmail.com,081201001140
1219,1219004,RS UMUM INDRAPURA,umumindrapura@gmail.com,081263444071
1219,1219015,RS. SAPTA MEDIKA,rssaptamedika@gmail.com,081208955457
1221,1221002,RS UMUM PERMATA MADINA SIBUHUAN,umumpermatamadinasibuhuan@gmail.com,081298972711
1222,1222002,RS UMUM DAERAH KOTA PINANG,umumdaerahkotapinang@gmail.com,081249913412
1223,1223002,RS UMUM DAERAH  AEK KANOPAN,umumdaerahaekkanopan@gmail.com,081285999260
1223,1223005,RS TIGA BERSAUDARA,tigabersaudara@gmail.com,081243426080
1223,1223006,RS UMUM FLORA,umumflora@gmail.com,081288293493
1223,1223007,RS UMUM DR. RANGKUTI,umumdrrangkuti@gmail.com,081280764430
1224,1224002,RS PRATAMA KABUPATEN NIAS UTARA,pratamakabupatenniasutara@gmail.com,081295891445
1225,1225002,RS PRATAMA KAB. NIAS BARAT,pratamakabniasbarat@gmail.com,081228199678
1273,1271016,RS UMUM DAERAH DR. FL TOBING SIBOLGA,umumdaerahdrfltobingsibol@gmail.com,081219509566
1273,1271032,RS UMUM METTA MEDIKA,umummettamedika@gmail.com,081294857830
1273,1271033,RS METTA MEDIKA II,mettamedikaii@gmail.com,081237422831
1274,1272010,RS UMUM DAERAH DR. TENGKU MANSYUR,umumdaerahdrtengkumansyur@gmail.com,081283673148
1274,1272033,RS UMUM HADI HUSADA,umumhadihusada@gmail.com,081207823729
1272,1273011,RS UMUM DAERAH DR. DJASAMEN SARAGIH,umumdaerahdrdjasamensarag@gmail.com,081223602731
1272,1273022,RS TK. IV 01.07.01,tkiv010701@gmail.com,081238456343
1272,1273033,RS UMUM HARAPAN,umumharapan@gmail.com,081210671402
1272,1273055,RS UMUM VITA INSANI,umumvitainsani@gmail.com,081246042625
1272,1273102,RS UMUM HORAS INSANI,umumhorasinsani@gmail.com,081264325484
1272,1273106,RS UMUM TIARA KASIH SEJATI,umumtiarakasihsejati@gmail.com,081252577806
1272,1273107,RS MATA SIANTAR,matasiantar@gmail.com,081222982208
1272,1273108,RS RASYIDA SIANTAR,rasyidasiantar@gmail.com,081219358299
1272,1273119,RS EFARINA ETAHAM PEMATANG SIANTAR,efarinaetahampematangsian@gmail.com,081235856652
1276,1274012,RS UMUM DAERAH DR. H. KUMPULAN PANE,umumdaerahdrhkumpulanpane@gmail.com,081202015237
1276,1274034,RS UMUM SRI PAMELA,umumsripamela@gmail.com,081240496828
1276,1274058,RS BHAYANGKARA TK.III KOTA TEBING TINGGI,bhayangkaratkiiikotatebin@gmail.com,081291104054
1276,1274061,RS UMUM NATAMA,umumnatama@gmail.com,081295297174
1276,1274062,RS UMUM UNIVERSITAS PRIMA INDONESIA,umumuniversitasprimaindon@gmail.com,081218262018
1276,1274063,RS CHEVANI,chevani@gmail.com,081238203725
1271,1275010,RS UMUM WAHYU,umumwahyu@gmail.com,081266753058
1271,1275011,RS UMUM MITRA MEDIKA PREMIERE,umummitramedikapremiere@gmail.com,081237812296
1271,1275013,RS UMUM DAERAH DR. PIRNGADI,umumdaerahdrpirngadi@gmail.com,081270752472
1271,1275035,RS TK. II PUTRI HIJAU MEDAN,tkiiputrihijaumedan@gmail.com,081212121909
1271,1275046,RS BHAYANGKARA TINGKAT II,bhayangkaratingkatii@gmail.com,081256928999
1271,1275050,RS UMUM DELI,umumdeli@gmail.com,081298846263
1271,1275061,RS UMUM DELIMA MEDAN,umumdelimamedan@gmail.com,081275978138
1271,1275072,RS UMUM SANTA ELISABETH MEDAN,umumsantaelisabethmedan@gmail.com,081251167521
1271,1275094,RS UMUM ADVENT MEDAN,umumadventmedan@gmail.com,081260006549
1271,1275100,RS UMUM MURNI TEGUH METHODIST SUSANNA WESLEY,umummurniteguhmethodistsu@gmail.com,081200885431
1271,1275126,RS UMUM METHODIST,umummethodist@gmail.com,081290899949
1271,1275130,RS UMUM MATERNA,umummaterna@gmail.com,081258104526
1271,1275141,RS AL DR. KOMANG MAKES BELAWAN,aldrkomangmakesbelawan@gmail.com,081251835649
1207,1275147,RS UMUM FULL BETHESDA,umumfullbethesda@gmail.com,081252416127
1271,1275152,RSAU DR. ABDUL MALIK,rsaudrabdulmalik@gmail.com,081274931725
1271,1275163,RS UMUM ISLAM MALAHAYATI,umumislammalahayati@gmail.com,081267165854
1271,1275196,RS UMUM SARI MUTIARA,umumsarimutiara@gmail.com,081249933014
1271,1275221,RS JIWA PROF. DR. MUHAMMAD ILDREM,jiwaprofdrmuhammadildrem@gmail.com,081206611590
1271,1275232,RS KHUSUS BEDAH ACCUPLAST,khususbedahaccuplast@gmail.com,081243487691
1271,1275265,RS UMUM SUNDARI,umumsundari@gmail.com,081263846034
1271,1275276,RS UMUM VINA ESTETICA,umumvinaestetica@gmail.com,081267159035
1271,1275298,RS UMUM MITRA SEJATI,umummitrasejati@gmail.com,081234884081
1271,1275309,RS KHUSUS MATA MEDAN BARU MEDICAL CENTRE,khususmatamedanbarumedica@gmail.com,081218184662
1271,1275321,RS UMUM SITI HAJAR,umumsitihajar@gmail.com,081255403483
1271,1275516,RS UMUM MITRA MEDIKA,umummitramedika@gmail.com,081228622209
1271,1275590,RS UMUM BHAKTI,umumbhakti@gmail.com,081249309246
1271,1275600,RS UMUM PRIMA HUSADA CIPTA MEDAN,umumprimahusadaciptamedan@gmail.com,081290526831
1271,1275622,RS UMUM IMELDA PEKERJA INDONESIA,umumimeldapekerjaindonesi@gmail.com,081242003937
1271,1275633,RS UMUM MARTHA FRISKA,umummarthafriska@gmail.com,081267903761
1271,1275655,RSUP H. ADAM MALIK,rsuphadammalik@gmail.com,081274085274
1271,1275692,RS UMUM PERMATA BUNDA,umumpermatabunda@gmail.com,081205425618
1271,1275702,RS UMUM SRI RATU,umumsriratu@gmail.com,081225115934
1271,1275724,RS UMUM SARAH,umumsarah@gmail.com,081295914192
1271,1275735,RS UMUM SEHAT,umumsehat@gmail.com,081266632632
1271,1275750,RS UMUM PROF. DR. BOLONI,umumprofdrboloni@gmail.com,081224205594
1271,1275772,RS UMUM BANDUNG,umumbandung@gmail.com,081299984313
1271,1275783,RS IBU DAN ANAK ROSIVA,ibudananakrosiva@gmail.com,081220160230
1207,1275794,RS UMUM HAJI MEDAN,umumhajimedan@gmail.com,081262700570
1271,1275804,RS IBU DAN ANAK BADRUL AINI,ibudananakbadrulaini@gmail.com,081235181893
1271,1275826,RS UMUM BAHAGIA MEDAN,umumbahagiamedan@gmail.com,081225919918
1271,1275830,RS UMUM WULAN WINDY,umumwulanwindy@gmail.com,081212617473
1271,1275841,RS UMUM ESTOMIHI,umumestomihi@gmail.com,081230985585
1271,1275852,RS UMUM COLUMBIA ASIA,umumcolumbiaasia@gmail.com,081202141186
1271,1275874,RS KHUSUS GIGI DAN MULUT UNIV. SUMATERA UTARA,khususgigidanmulutunivsum@gmail.com,081267750099
1271,1275885,RS UMUM MUHAMMADIYAH,umummuhammadiyah@gmail.com,081256679448
1271,1275887,RS UMUM IBNU SALEH,umumibnusaleh@gmail.com,081232738587
1271,1275888,RS UMUM MARTHA FRISKA MULTATULI,umummarthafriskamultatuli@gmail.com,081263626945
1271,1275889,RS UMUM MURNI TEGUH MEMORIAL HOSPITAL,umummurniteguhmemorialhos@gmail.com,081279947405
1271,1275890,RS UMUM BUNDA THAMRIN,umumbundathamrin@gmail.com,081256768560
1271,1275892,RS UMUM RIDOS,umumridos@gmail.com,081260517705
1271,1275898,RS KHUSUS MATA SMEC,khususmatasmec@gmail.com,081280676570
1271,1275899,RS UMUM TERE MARGARETH,umumteremargareth@gmail.com,081280451083
1271,1275900,RS UMUM FAJAR,umumfajar@gmail.com,081279266100
1271,1275907,RS UMUM ROYAL PRIMA,umumroyalprima@gmail.com,081291072732
1271,1275909,RS UMUM MADANI,umummadani@gmail.com,081257199248
1271,1275910,RS IBU DAN ANAK EVA,ibudananakeva@gmail.com,081273817814
1271,1275911,RS UMUM SILOAM DHIRGA SURYA,umumsiloamdhirgasurya@gmail.com,081267663430
1271,1275913,RS UMUM UNIVERSITAS SUMATERA UTARA,umumuniversitassumateraut@gmail.com,081235924273
1271,1275914,RS KHUSUS MATA MENCIRIM TUJUH-TUJUH,khususmatamencirimtujuhtu@gmail.com,081299375218
1271,1275918,RS KHUSUS GINJAL RASYIDA,khususginjalrasyida@gmail.com,081223614117
1271,1275921,RS KHUSUS BEDAH SETIA BUDI,khususbedahsetiabudi@gmail.com,081203216067
1271,1275922,RS KHUSUS MATA PROVINSI SUMATERA UTARA,khususmataprovinsisumater@gmail.com,081262131983
1271,1275923,RS UMUM MITRA MEDIKA AMPLAS,umummitramedikaamplas@gmail.com,081263271858
1271,1275924,RS UMUM GRAN THERESIA HERNA,umumgrantheresiaherna@gmail.com,081278086411
1271,1275928,RS KHUSUS MATA PRIMA VISION,khususmataprimavision@gmail.com,081266010366
1271,1275929,RS IBU DAN ANAK ARTHA MAHINRUS,ibudananakarthamahinrus@gmail.com,081220111275
1271,1275930,RS UMUM HERMINA MEDAN,umumherminamedan@gmail.com,081278270636
1271,1275931,RS UMUM ESHMUN,umumeshmun@gmail.com,081284518447
1271,1275932,RS GIGI DAN MULUT PRIMA,gigidanmulutprima@gmail.com,081216977762
1271,1275933,RS KHUSUS PARU SUMATERA UTARA,khususparusumaterautara@gmail.com,081207860946
1271,1275934,RS JIWA MAHONI,jiwamahoni@gmail.com,081266497691
1271,1275935,RS UMUM ROYAL MATERNITY,umumroyalmaternity@gmail.com,081292331084
1271,1275936,RS UMUM ROYAL PRIMA MARELAN,umumroyalprimamarelan@gmail.com,081270835741
1271,1275996,RS SUFINA AZIZ,sufinaaziz@gmail.com,081237536239
1271,1275997,RS UMUM BINA KASIH,umumbinakasih@gmail.com,081283442094
1271,1275998,RS IBU DAN ANAK STELLA MARIS,ibudananakstellamaris@gmail.com,081201660850
1271,1275999,RS JIWA BINA KARSA MEDAN,jiwabinakarsamedan@gmail.com,081277595602
1275,1276014,RS UMUM DAERAH DR. R. M. DJOELHAM BINJAI,umumdaerahdrrmdjoelhambin@gmail.com,081282486848
1275,1276025,RS BANGKATAN PTPN II,bangkatanptpnii@gmail.com,081219700416
1275,1276036,RS UMUM ARTHA MEDICA,umumarthamedica@gmail.com,081290281074
1275,1276040,RS TK. IV 01.07.02 BINJAI,tkiv010702binjai@gmail.com,081218915917
1275,1276074,RS UMUM LATERSIA,umumlatersia@gmail.com,081202224177
1275,1276075,RS UMUM BIDADARI,umumbidadari@gmail.com,081252820391
1275,1276076,RS UMUM RATU MAS,umumratumas@gmail.com,081213130539
1275,1276077,RS UMUM SYLVANI,umumsylvani@gmail.com,081280091102
1275,1276078,RS UMUM AL FUADI,umumalfuadi@gmail.com,081203419682
1275,1276079,OG HOSPITAL,oghospital@gmail.com,081276540151
1275,1276090,RS UMUM RASKITA,umumraskita@gmail.com,081218969646
1277,1277011,RS UMUM DAERAH PADANG SIDEMPUAN,umumdaerahpadangsidempuan@gmail.com,081281482730
1277,1277015,RS TNI TK. IV 01.07.03,tnitkiv010703@gmail.com,081288082673
1277,1277026,RS UMUM INANTA,umuminanta@gmail.com,081214371851
1277,1277027,RS METTA MEDIKA,mettamedika@gmail.com,081233950507
1278,1278002,RS UMUM BETHESDA GUNUNGSITOLI,umumbethesdagunungsitoli@gmail.com,081232941673
1309,1301010,RS UMUM DAERAH KEP. MENTAWAI,umumdaerahkepmentawai@gmail.com,081299276593
1301,1302011,RS UMUM DAERAH DR. MUHAMMAD ZEIN PAINAN,umumdaerahdrmuhammadzeinp@gmail.com,081275385968
1301,1302012,RS UMUM BKM,umumbkm@gmail.com,081216282155
1301,1302013,RS UMUM DAERAH TAPAN,umumdaerahtapan@gmail.com,081230690889
1301,1302015,RS KHUSUS IBU DAN ANAK PERMATA HATI,khususibudananakpermataha@gmail.com,081294810094
1311,1303012,RS UMUM DAERAH MUARA LABUH,umumdaerahmuaralabuh@gmail.com,081294801583
1302,1303023,RS UMUM DAERAH AROSUKA SOLOK,umumdaeraharosukasolok@gmail.com,081234143085
1303,1304014,RS UMUM DAERAH KABUPATEN SIJUNJUNG,umumdaerahkabupatensijunj@gmail.com,081280674019
1303,1304015,RS BERSALIN ALYA,bersalinalya@gmail.com,081281489089
1303,1304017,RS KHUSUS IBU DAN ANAK HARYANDA,khususibudananakharyanda@gmail.com,081205925117
